drug_index,drug,smiles,murcko_scaffold,split_group,has_murcko_scaffold,n_positive,scaffold_fold
650,saccharated.iron.oxide,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.[O-2].[O-2].[O-2].[Fe+3].[Fe+3],C1CCC(OC2CCCO2)OC1,C1CCC(OC2CCCO2)OC1,True,20,7
651,leuprorelin,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5C=NC=N5)NC(=O)C6CCC(=O)N6.CC(=O)O,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC1C=NC=N1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC1C=NC=N1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,True,46,1
652,vilazodone,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl,c1ccc2c(CCCCN3CCN(c4ccc5occc5c4)CC3)c[nH]c2c1,c1ccc2c(CCCCN3CCN(c4ccc5occc5c4)CC3)c[nH]c2c1,True,41,4
653,ceftobiprole.medocaril,C1CNCC1N2CCC(=CC3=C(N4C(C(C4=O)NC(=O)C(=C5NSC(=N5)N)N=O)SC3)C(=O)O)C2=O,O=C(C=C1N=CSN1)NC1C(=O)N2C=C(C=C3CCN(C4CCNC4)C3=O)CSC12,O=C(C=C1N=CSN1)NC1C(=O)N2C=C(C=C3CCN(C4CCNC4)C3=O)CSC12,True,9,3
654,prasugrel,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,True,29,9
655,fesoterodine,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,True,16,8
656,belinostat,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1,True,27,7
657,ingenol.mebutate,CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C,O=C1C2C=CCC3CC=CC13CCC1CC12,O=C1C2C=CCC3CC=CC13CCC1CC12,True,16,2
658,tasimelteon,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2,c1cc2c(c(C3CC3)c1)CCO2,c1cc2c(c(C3CC3)c1)CCO2,True,6,6
659,olodaterol,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=CC(=CC3=C2OCC(=O)N3)O)O,O=C1COc2c(CCNCCc3ccccc3)cccc2N1,O=C1COc2c(CCNCCc3ccccc3)cccc2N1,True,12,2
660,ceftaroline.fosamil,CCON=C(C1=NSC(=N1)NP(=O)(O)[O-])C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O,N=C(C(=O)NC1C(=O)N2C=C(Sc3nc(-c4cc[nH+]cc4)cs3)CSC12)c1ncsn1,N=C(C(=O)NC1C(=O)N2C=C(Sc3nc(-c4cc[nH+]cc4)cs3)CSC12)c1ncsn1,True,8,9
661,cabazitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,O=C(CCc1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,O=C(CCc1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,True,40,9
662,dalteparin,C(C1C(C(C(C(O1)O)NS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O,C1CCC(OC2CCCOC2)OC1,C1CCC(OC2CCCOC2)OC1,True,24,4
663,tofacitinib,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,c1nc(NC2CCCNC2)c2cc[nH]c2n1,c1nc(NC2CCCNC2)c2cc[nH]c2n1,True,5,9
664,eltrombopag,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C,O=C1C(c2ccccc2)=CC=CC1=NNc1c[nH]n(-c2ccccc2)c1=O,O=C1C(c2ccccc2)=CC=CC1=NNc1c[nH]n(-c2ccccc2)c1=O,True,35,9
665,fluticasone.furoate,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21,O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21,True,16,9
666,mirabegron,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,True,28,9
667,avanafil,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,O=C(NCc1ncccn1)c1cnc(N2CCCC2)nc1NCc1ccccc1,O=C(NCc1ncccn1)c1cnc(N2CCCC2)nc1NCc1ccccc1,True,8,3
668,ticagrelor,CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC(=C(C=C4)F)F)N=NN2C5CC(C(C5O)O)OCCO,c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,True,16,7
669,dapagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,c1ccc(Cc2cccc(C3CCCCO3)c2)cc1,c1ccc(Cc2cccc(C3CCCCO3)c2)cc1,True,12,2
670,apremilast,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,O=C1c2ccccc2C(=O)N1Cc1ccccc1,O=C1c2ccccc2C(=O)N1Cc1ccccc1,True,7,0
671,perampanel,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,O=c1c(-c2ccccc2)cc(-c2ccccn2)cn1-c1ccccc1,O=c1c(-c2ccccc2)cc(-c2ccccn2)cn1-c1ccccc1,True,33,7
672,vernakalant,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC.Cl,c1ccc(CCOC2CCCCC2N2CCCC2)cc1,c1ccc(CCOC2CCCCC2N2CCCC2)cc1,True,16,2
673,pasireotide,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)N1,O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)N1,True,47,6
674,vortioxetine,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,c1ccc(Sc2ccccc2N2CCNCC2)cc1,c1ccc(Sc2ccccc2N2CCNCC2)cc1,True,9,0
675,vorapaxar,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C,O=C1OCC2C1CC1CCCCC1C2C=Cc1ccc(-c2ccccc2)cn1,O=C1OCC2C1CC1CCCCC1C2C=Cc1ccc(-c2ccccc2)cn1,True,8,1
676,linagliptin,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1ncc2ccccc2n1,O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1ncc2ccccc2n1,True,5,5
677,flutemetamol.(18F),CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)F,c1ccc(-c2nc3ccccc3s2)cc1,c1ccc(-c2nc3ccccc3s2)cc1,True,5,8
678,pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,True,21,6
679,afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,c1ccc(Nc2ncnc3cc(OC4CCOC4)ccc23)cc1,c1ccc(Nc2ncnc3cc(OC4CCOC4)ccc23)cc1,True,44,8
680,apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,O=C1CCCCN1c1ccc(N2CCc3cnn(-c4ccccc4)c3C2=O)cc1,O=C1CCCCN1c1ccc(N2CCc3cnn(-c4ccccc4)c3C2=O)cc1,True,38,6
681,boceprevir,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,O=C(NCCC1CCC1)C1NCC2CC21,O=C(NCCC1CCC1)C1NCC2CC21,True,236,6
682,lorcaserin,CC1CNCCC2=C1C=C(C=C2)Cl,c1ccc2c(c1)CCNCC2,c1ccc2c(c1)CCNCC2,True,31,6
683,glycerol.phenylbutyrate,C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,True,13,0
684,regorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,True,29,2
685,aclidinium.bromide,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1,True,8,8
686,tedizolid,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)CO)F,O=C1OCCN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)cc1,O=C1OCCN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)cc1,True,5,4
687,riociguat,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1,True,11,9
688,umeclidinium.bromide,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5.[Br-],c1ccc(COCC[N+]23CCC(C(c4ccccc4)c4ccccc4)(CC2)CC3)cc1,c1ccc(COCC[N+]23CCC(C(c4ccccc4)c4ccccc4)(CC2)CC3)cc1,True,5,8
689,eliglustat,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,c1cc2c(cc1CCCN1CCCC1)OCCO2,c1cc2c(cc1CCCN1CCCC1)OCCO2,True,20,1
690,carfilzomib,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,O=C(CN1CCOCC1)NC(CCc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)C1CO1,O=C(CN1CCOCC1)NC(CCc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)C1CO1,True,41,9
691,crizotinib,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,True,40,0
692,lisdexamfetamine,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N.CS(=O)(=O)O.CS(=O)(=O)O,c1ccccc1,c1ccccc1,True,30,0
693,trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC(=CC=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,True,61,7
694,empagliflozin,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,c1cc(Cc2ccc(OC3CCOC3)cc2)cc(C2CCCCO2)c1,c1cc(Cc2ccc(OC3CCOC3)cc2)cc(C2CCCCO2)c1,True,6,8
695,ulipristal,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,True,9,3
696,enzalutamide,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,True,24,3
697,macitentan,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,c1ccc(-c2cncnc2OCCOc2ncccn2)cc1,c1ccc(-c2cncnc2OCCOc2ncccn2)cc1,True,11,5
698,simeprevir,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,O=C1NCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3cc(-c4nccs4)nc4ccccc34)CC12,O=C1NCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3cc(-c4nccs4)nc4ccccc34)CC12,True,15,5
699,ibrutinib,C=CC(=O)N1CCCC(C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,True,26,8
700,daptomycin,CCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NC1COC(=O)C(CC(=O)c2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NC1COC(=O)C(CC(=O)c2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O,True,108,2
701,oritavancin,CC1C(C(CC(O1)OC2C3C(=O)NC(C4=CC(=CC(=C4C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=C(C=C(C=C8)C(C(C(=O)NC(C(=O)N6)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)OC9C(C(C(C(O9)CO)O)O)OC1CC(C(C(O1)C)O)(C)NCC1=CC=C(C=C1)C1=CC=C(C=C1)Cl)OC1=C(C=C2C=C1)Cl)O)O)O)C(=O)O)(C)N)O,O=C1CCc2ccc(cc2)Oc2cc3cc(c2OC2OCCCC2OC2CC(NCc4ccc(-c5ccccc5)cc4)CCO2)Oc2ccc(cc2)C(OC2CCCCO2)C2NC(=O)C(NC(=O)C3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,O=C1CCc2ccc(cc2)Oc2cc3cc(c2OC2OCCCC2OC2CC(NCc4ccc(-c5ccccc5)cc4)CCO2)Oc2ccc(cc2)C(OC2CCCCO2)C2NC(=O)C(NC(=O)C3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,True,10,0
702,secretin,CC(C)CC(C(=O)NC(C(C)C)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC2=NC=CN2)N,O=C(CCc1ncc[nH]1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,O=C(CCc1ncc[nH]1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,True,31,7
703,pegvisomant,CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)NC(CC(=O)N)C(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC5=CC=CC=C5)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=C(C=C7)O)C(=O)NC(C(C)O)C(=O)N8CCCC8C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CN=CN2)CO)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN=CN2)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)N)C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CN,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NCC(=O)NC1CSSCC2NC(=O)CCSSCC(NC(=O)CNC(=O)CNC(=O)CNC2=O)C(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCCSSCC(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N2CCCC2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc2cnc[nH]2)NC(=O)CNC(=O)CNC1=O,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NCC(=O)NC1CSSCC2NC(=O)CCSSCC(NC(=O)CNC(=O)CNC(=O)CNC2=O)C(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCCSSCC(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N2CCCC2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc2cnc[nH]2)NC(=O)CNC(=O)CNC1=O,True,42,8
704,teriparatide,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N,O=C(CCc1c[nH]cn1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)NCCc1ccccc1,O=C(CCc1c[nH]cn1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)NCCc1ccccc1,True,43,4
705,ziconotide,CC1C(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)NC(C(=O)NCC(=O)NC(C(=O)N3)CO)C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN,O=C1CCSSCC2NC(=O)C3CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(CSSCC(NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N3)NC(=O)CNC(=O)CNC(=O)CNC2=O,O=C1CCSSCC2NC(=O)C3CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(CSSCC(NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N3)NC(=O)CNC(=O)CNC(=O)CNC2=O,True,48,2
