model,fold,drug_index,drug_name,positive_count,AP,AUROC,nDCG@10,P@15,R@15,rare_AP,middle_AP,frequent_AP,nonhot100_AP,top15_hot_fraction,top_ranked_true_positives,top_ranked_nonhot_true_positives
CAFNet,4,352,gatifloxacin,15,0.09603571275982375,0.8344569288389513,0.1794771050858174,0.13333333333333333,0.13333333333333333,0.06787330316742082,0.3922037714607374,0.10691973150530978,0.10371236131651665,1.0,dysgeusia; dermatitis; eye irritation; oedema; dry eye,eye irritation; dry eye; eye pain; lacrimation increased; eyelid oedema
CAFNet-D,4,352,gatifloxacin,15,0.09963355253426998,0.8879809329247531,0.1100458831490401,0.13333333333333333,0.13333333333333333,0.18253968253968253,0.09451624019987938,0.11573173137589703,0.05498893836349491,0.8666666666666667,dermatitis; dysgeusia; eye irritation; nasopharyngitis; erythema,eye irritation; eye discharge; punctate keratitis; lacrimation increased; rhinorrhoea
CAFNet-DG,4,352,gatifloxacin,15,0.09605954477031181,0.8997616615594144,0.14876390584057267,0.13333333333333333,0.13333333333333333,0.19444444444444442,0.1516071647650595,0.09804188968559281,0.07648900669669037,1.0,dermatitis; dysgeusia; eye irritation; oedema; erythema,eye irritation; eye discharge; punctate keratitis; lacrimation increased; dry eye
CAFNet,4,362,thalidomide,88,0.43403066034599264,0.8724287577764399,0.4697368900553819,0.5333333333333333,0.09090909090909091,1.0,0.10142858743414397,0.47775515266549995,0.1950951954477746,0.8,dizziness; hyperglycaemia; nausea; asthenia; headache,hyponatraemia; muscular weakness; bone pain; febrile neutropenia; cerebrovascular accident
CAFNet-D,4,362,thalidomide,88,0.4735969332146071,0.8969120008027293,0.6531466953037821,0.6,0.10227272727272728,0.05263157894736842,0.16244317433096805,0.5241665915431911,0.18251399712833516,1.0,headache; nausea; dizziness; asthenia; vomiting,nervous system disorder; hypocalcaemia; lymphopenia; febrile neutropenia; hyponatraemia
CAFNet-DG,4,362,thalidomide,88,0.4919171206823486,0.9090658238009232,0.6083169141195838,0.5333333333333333,0.09090909090909091,0.3333333333333333,0.16792374506807448,0.5309883063405034,0.23125303310922193,1.0,nausea; headache; dizziness; asthenia; vomiting,hyponatraemia; febrile neutropenia; bone pain; hypocalcaemia; hyperkalaemia
CAFNet,4,367,tinidazole,16,0.4408222786316253,0.911937627811861,0.6722390270733756,0.4666666666666667,0.4375,0.003003003003003003,,0.47507746831049225,0.0011273957158962795,0.8666666666666667,constipation; headache; fatigue; asthenia; dysgeusia,epigastric discomfort
CAFNet-D,4,367,tinidazole,16,0.14788776741365287,0.8875255623721882,0.1545743395783983,0.2,0.1875,0.004975124378109453,,0.22828731586523107,0.0014727540500736377,0.7333333333333333,nausea; vomiting; headache; fatigue; dyspepsia,epigastric discomfort
CAFNet-DG,4,367,tinidazole,16,0.30509810131398785,0.9182643149284252,0.2719144540092835,0.4666666666666667,0.4375,0.0037593984962406013,,0.3409387932029476,0.0012626262626262627,1.0,nausea; vomiting; headache; fatigue; constipation,epigastric discomfort
CAFNet,4,370,tobramycin,67,0.31215434325681046,0.6818657521454219,0.7877736340270853,0.6666666666666666,0.14925373134328357,0.12430831452797997,0.05879553815986212,0.44497030801149023,0.061138689122970186,0.9333333333333333,vertigo; vision blurred; dizziness; feeling abnormal; visual impairment,chest discomfort; haemoptysis; bronchospasm; deafness; respiratory depression
CAFNet-D,4,370,tobramycin,67,0.2865347104957348,0.6652981049445329,0.8701249883466594,0.6,0.13432835820895522,0.028873828000167606,0.0325743527793457,0.4103972548270942,0.04103864681860167,1.0,dizziness; nausea; diarrhoea; headache; vomiting,blood creatinine increased; deafness; eye pain; eosinophilia; dry eye
CAFNet-DG,4,370,tobramycin,67,0.32485888503650007,0.6760694907340321,0.9305687780632227,0.6666666666666666,0.14925373134328357,0.05727794777239775,0.03767367632621311,0.46831868696439566,0.0450976921304134,1.0,dizziness; nausea; headache; diarrhoea; vomiting,deafness; haemoptysis; bronchospasm; chest discomfort; blood creatinine increased
CAFNet,4,394,vigabatrin,112,0.4384528975883151,0.7714407191448007,0.7065632165480472,0.6666666666666666,0.08928571428571429,0.027535993013806444,0.06271677528604394,0.5410397834392817,0.16803764051242245,0.9333333333333333,tremor; agitation; confusional state; nausea; oedema peripheral,hallucination; viral infection; lethargy; disorientation; skin disorder
CAFNet-D,4,394,vigabatrin,112,0.4479864947522957,0.7652656300615484,0.933745776545611,0.9333333333333333,0.125,0.03078718764215456,0.04200865518040199,0.5454430648761319,0.09815218244587298,1.0,headache; diarrhoea; dizziness; nausea; rash,skin disorder; osteoarthritis; abdominal pain upper; acne; thirst
CAFNet-DG,4,394,vigabatrin,112,0.47958043258531946,0.780622367994817,0.9305687780632227,0.8666666666666667,0.11607142857142858,0.02982597717898107,0.04829107506841465,0.5806755489913794,0.1382023692060395,1.0,nausea; diarrhoea; headache; rash; dermatitis,skin disorder; hallucination; viral infection; lethargy; disturbance in attention
CAFNet,4,406,vincristine,37,0.19439995278341465,0.7405179474144993,0.1834098052484002,0.3333333333333333,0.13513513513513514,0.07676767676767676,0.2219031151906085,0.2320815422588121,0.044396789050723674,0.9333333333333333,nausea; fatigue; decreased appetite; neutropenia; constipation,febrile neutropenia; muscular weakness; neuritis; peripheral motor neuropathy; ileus
CAFNet-D,4,406,vincristine,37,0.3285754298461798,0.8734784941681495,0.523153411299647,0.5333333333333333,0.21621621621621623,0.030687830687830688,0.18990966258030417,0.4000989900573807,0.05456178252876835,1.0,nausea; diarrhoea; asthenia; gastrointestinal pain; abdominal pain,febrile neutropenia; respiratory failure; angiopathy; cardiac arrest; respiratory distress
CAFNet-DG,4,406,vincristine,37,0.3215631536733187,0.8545567511084753,0.6659485553357843,0.6,0.24324324324324326,0.05981186353929511,0.25113348221555354,0.39052558293428435,0.06855361598750434,1.0,nausea; diarrhoea; asthenia; fatigue; gastrointestinal pain,febrile neutropenia; neuritis; angiopathy; respiratory failure; ileus
CAFNet,4,408,mercaptamine,31,0.3156411989427174,0.7105818510702443,0.43621154230977444,0.6,0.2903225806451613,0.008585051492552903,0.009687873909940598,0.41952544174625445,0.02897129265206251,1.0,dermatitis; nausea; rash; headache; vomiting,lethargy; hallucination; liver function test abnormal; gastroenteritis; skin odour abnormal
CAFNet-D,4,408,mercaptamine,31,0.3236258522540799,0.8053126988912338,0.7116179486056783,0.4666666666666667,0.22580645161290322,0.07346445824706695,0.01644284628155596,0.41325626969972323,0.0247716440139339,1.0,nausea; dizziness; diarrhoea; vomiting; dermatitis,liver function test abnormal; hallucination; gastrointestinal ulcer; gastroenteritis; anaphylactic shock
CAFNet-DG,4,408,mercaptamine,31,0.3848053245941576,0.8059826483100526,0.7254521107352793,0.7333333333333333,0.3548387096774194,0.026397200733064112,0.01384152585765489,0.4907324534049403,0.023786157442600632,1.0,nausea; dermatitis; vomiting; diarrhoea; dizziness,liver function test abnormal; hallucination; lethargy; gastroenteritis; gastrointestinal ulcer
CAFNet,4,410,albumin,51,0.4186161752967159,0.8523693676834466,0.4760705018418427,0.5333333333333333,0.1568627450980392,,0.0385228109104591,0.4977384274407401,0.03411937356721656,1.0,headache; hypertension; nausea; cough; vomiting,angiopathy; mediastinal disorder; cardiac disorder; electrocardiogram abnormal; flank pain
CAFNet-D,4,410,albumin,51,0.41043754952448297,0.7427692179735096,1.0,0.8,0.23529411764705882,,0.02036903631869954,0.5174988691393867,0.011749306207758301,1.0,nausea; vomiting; dizziness; headache; dyspepsia,electrocardiogram abnormal; renal pain; angiopathy; injection site pain; rash erythematous
CAFNet-DG,4,410,albumin,51,0.5112591848492766,0.7980787224752043,0.9363792118010483,0.8666666666666667,0.2549019607843137,,0.02356882404895562,0.6183427012278437,0.013138167265626357,1.0,nausea; headache; vomiting; dizziness; diarrhoea,electrocardiogram abnormal; angiopathy; flank pain; injection site pain; renal pain
CAFNet,4,411,benzoyl.peroxide,9,0.04537559379030441,0.7685279187817259,0.07075576072108053,0.06666666666666667,0.1111111111111111,,0.10789473684210527,0.058494865655608526,0.02313358129732327,0.9333333333333333,pain; pruritus; burning sensation; hypersensitivity; application site rash,burning sensation; application site rash; application site erythema; skin exfoliation; skin irritation
CAFNet-D,4,411,benzoyl.peroxide,9,0.04224547653522569,0.7640157924421884,0.07414861528507459,0.06666666666666667,0.1111111111111111,,0.02638378143131772,0.06145635673624288,0.014804697292199546,1.0,pruritus; pain; hypersensitivity; skin exfoliation; burning sensation,skin exfoliation; burning sensation; anaphylactic shock; application site rash; application site erythema
CAFNet-DG,4,411,benzoyl.peroxide,9,0.04291717767274584,0.7896221094190637,0.06794340091829071,0.06666666666666667,0.1111111111111111,,0.06330949973518224,0.057750894888628036,0.01903355653587476,1.0,pruritus; pain; hypersensitivity; burning sensation; skin exfoliation,burning sensation; skin exfoliation; application site rash; application site erythema; anaphylactic shock
CAFNet,4,418,fluorescein,48,0.1942816188486717,0.7387354651162791,0.31561692740233804,0.3333333333333333,0.10416666666666667,0.019290745750200414,0.06000795605162205,0.2445217643940748,0.04627456934777266,1.0,headache; nausea; dizziness; pain; loss of consciousness,nasal congestion; abdominal discomfort; angina pectoris; pallor; thrombophlebitis
CAFNet-D,4,418,fluorescein,48,0.2678296671289551,0.767353770260747,0.5900490851534657,0.6,0.1875,0.042619110386594286,0.055332292795428,0.3501712048426578,0.0479469188830645,1.0,nausea; dizziness; vomiting; pruritus; hypotension,respiratory failure; pulmonary oedema; hypoventilation; vasodilation procedure; abdominal discomfort
CAFNet-DG,4,418,fluorescein,48,0.2866260985691835,0.7769115574348132,0.5795003533950693,0.4666666666666667,0.14583333333333334,0.041420589062868184,0.06424345550201732,0.3657949589638847,0.05117684578848403,1.0,nausea; dizziness; vomiting; headache; pruritus,abdominal discomfort; angina pectoris; thrombophlebitis; hypoventilation; pulmonary oedema
CAFNet,4,433,nabilone,15,0.16540111792360881,0.7527408920667348,0.375767752593211,0.26666666666666666,0.26666666666666666,,0.004608294930875576,0.18305634191740972,0.015178467109099668,0.9333333333333333,headache; asthenia; decreased appetite; nausea; dry mouth,hallucination; sleep disorder; ataxia; disorientation; dysphoria
CAFNet-D,4,433,nabilone,15,0.20695374184746496,0.7681988423561458,0.4225749983705864,0.2,0.2,,0.003076923076923077,0.22670564033178275,0.008602313703780147,1.0,nausea; headache; asthenia; decreased appetite; vertigo,sleep disorder; hallucination; ataxia; disorientation; euphoric mood
CAFNet-DG,4,433,nabilone,15,0.2070900370503157,0.7665645216207013,0.4252084336260237,0.2,0.2,,0.0031545741324921135,0.22672655502697883,0.010186520437110509,1.0,headache; nausea; asthenia; decreased appetite; dry mouth,sleep disorder; hallucination; ataxia; disorientation; euphoric mood
CAFNet,4,441,buserelin,60,0.5079144964072609,0.9051391862955032,0.8611375561264455,0.7333333333333333,0.18333333333333332,0.5327380952380951,0.06996045502979005,0.5658770339680884,0.425185057845333,0.4,menopausal symptoms; hot flush; breast pain; pain; hyperhidrosis,menopausal symptoms; hot flush; breast pain; mood swings; disturbance in sexual arousal
CAFNet-D,4,441,buserelin,60,0.39187552354790495,0.8823697359029266,0.5388856921828065,0.4666666666666667,0.11666666666666667,0.13010822510822512,0.029663166380941255,0.4355500029074858,0.34288599416151294,1.0,nausea; headache; dizziness; asthenia; pruritus,mood swings; affect lability; libido decreased; menopausal symptoms; disturbance in sexual arousal
CAFNet-DG,4,441,buserelin,60,0.4646262007708814,0.9008743754461099,0.642186726668901,0.5333333333333333,0.13333333333333333,0.41874999999999996,0.06767554479418886,0.5099534672955097,0.4818052637239718,1.0,headache; asthenia; nausea; pain; dizziness,mood swings; menopausal symptoms; affect lability; hot flush; disturbance in sexual arousal
CAFNet,4,448,alfentanil,17,0.29978485697757923,0.9485820940453971,0.3340514446642156,0.3333333333333333,0.29411764705882354,0.08333333333333333,0.41408450704225347,0.3435160519244457,0.36517189221921015,1.0,nausea; vomiting; dizziness; hypotension; asthenia,muscle rigidity; injection site pain; dyskinesia; euphoric mood; apnoea
CAFNet-D,4,448,alfentanil,17,0.2580048059719948,0.9103498103437895,0.412449713642891,0.3333333333333333,0.29411764705882354,0.07142857142857142,0.14342105263157895,0.3143723545730028,0.07060418062704628,1.0,nausea; vomiting; dizziness; asthenia; fatigue,injection site pain; muscle rigidity; dyskinesia; procedural pain; apnoea
CAFNet-DG,4,448,alfentanil,17,0.3296785506324154,0.9385875127942683,0.5579780239524,0.3333333333333333,0.29411764705882354,0.09090909090909091,0.45286195286195285,0.3956407396607607,0.2918542909118623,1.0,nausea; vomiting; dizziness; asthenia; fatigue,injection site pain; muscle rigidity; dyskinesia; apnoea; euphoric mood
CAFNet,4,457,milnacipran,32,0.2615101516901325,0.8747076403326404,0.3718350524306282,0.4,0.1875,0.05,,0.29349074641540623,0.016783247708764243,0.9333333333333333,headache; upper respiratory tract infection; constipation; nausea; dizziness,chest discomfort; migraine; tension headache; menopausal symptoms; hot flush
CAFNet-D,4,457,milnacipran,32,0.4200993502612215,0.8819516632016632,0.7827392871477701,0.6666666666666666,0.3125,0.0034482758620689655,,0.4686542459592862,0.01071515215493606,1.0,nausea; vomiting; headache; dizziness; constipation,migraine; hot flush; menopausal symptoms; chest discomfort; blood pressure increased
CAFNet-DG,4,457,milnacipran,32,0.453545836595685,0.8948154885654886,0.7479350596733328,0.6,0.28125,0.003745318352059925,,0.4788285173000069,0.011554257139551568,0.9333333333333333,nausea; headache; vomiting; dizziness; constipation,migraine; hot flush; menopausal symptoms; chest discomfort; blood pressure increased
CAFNet,4,460,imiquimod,111,0.40774323583725786,0.6701559997143236,0.8048109992093389,0.8,0.10810810810810811,0.021981953692148126,0.07168872574944868,0.56462413061122,0.0700112697685591,0.8,somnolence; nausea; headache; vomiting; fatigue,lethargy; inflammation; face oedema; lymphadenopathy; tooth disorder
CAFNet-D,4,460,imiquimod,111,0.44958412258018304,0.7427790191097099,1.0,0.9333333333333333,0.12612612612612611,0.03991482815388635,0.0938769661572476,0.6005228909601438,0.08026904177291411,1.0,nausea; headache; diarrhoea; vomiting; rash,vaginal infection; feeling hot; gout; influenza like illness; anorectal discomfort
CAFNet-DG,4,460,imiquimod,111,0.4844321404120214,0.7412486098782816,1.0,0.8666666666666667,0.11711711711711711,0.033696505790931926,0.08674135743982256,0.6390411823231079,0.08201335864897256,1.0,nausea; headache; vomiting; diarrhoea; gastrointestinal pain,lethargy; face oedema; tooth disorder; eczema; vaginal infection
CAFNet,4,466,perindopril,30,0.20318064789161888,0.854149377593361,0.24936270394794907,0.2,0.1,,0.0105438204673577,0.22462751200782136,0.05986574850523266,1.0,oedema; headache; asthenia; diarrhoea; back pain,sleep disorder; cerebrovascular accident; angioedema; protein urine present; purpura
CAFNet-D,4,466,perindopril,30,0.24712764626002126,0.830359612724758,0.3693362536342715,0.4666666666666667,0.23333333333333334,,0.020919829972321075,0.28167294181977726,0.024229408002143276,1.0,headache; diarrhoea; gastrointestinal pain; abdominal pain; asthenia,viral infection; ear infection; sleep disorder; hypertonia; cerebrovascular accident
CAFNet-DG,4,466,perindopril,30,0.2562526710369817,0.8498271092669433,0.31516255047698355,0.4,0.2,,0.0188979820784035,0.283945181956116,0.03334476779494136,1.0,headache; diarrhoea; asthenia; gastrointestinal pain; abdominal pain,sleep disorder; viral infection; cerebrovascular accident; ear infection; hypertonia
CAFNet,4,468,dexmedetomidine,38,0.09152537697686561,0.6595463554283197,0.06362078819895167,0.13333333333333333,0.05263157894736842,0.02668962548428756,0.07049652872531353,0.11706872389019352,0.03019295658866815,0.6666666666666666,dry mouth; constipation; nausea; vomiting; pain,wheezing; thirst; sinus tachycardia; hypoglycaemia; acidosis
CAFNet-D,4,468,dexmedetomidine,38,0.10838748676038062,0.6413510240035235,0.2489083270225946,0.2,0.07894736842105263,0.007410919929548842,0.035224031686116195,0.16058781310167353,0.02269355065171811,1.0,nausea; vomiting; constipation; pain; dry mouth,hypoglycaemia; wheezing; thirst; hypocalcaemia; atrial fibrillation
CAFNet-DG,4,468,dexmedetomidine,38,0.10482918495489792,0.6490861043822945,0.28351493630661884,0.2,0.07894736842105263,0.008823529411764706,0.03709415150132482,0.15060014989245046,0.02340432454658814,0.9333333333333333,nausea; vomiting; constipation; dry mouth; pain,hypoglycaemia; wheezing; thirst; hypocalcaemia; atrial fibrillation
